customer_id,age_group,household_type,income_level,residence_type,price_sensitivity,freshness_sensitivity,preferred_category,visit_frequency
CUS003317,50s,senior,high,villa,0.56,0.86,produce,medium
CUS003318,20s,single,middle,single_household,0.82,0.86,deli,low
CUS003319,20s,single,low,single_household,0.82,0.81,meat,medium
CUS003320,30s,couple,middle,apartment,0.62,0.68,produce,medium
CUS003321,20s,couple,low,villa,0.6,0.57,meat,medium
CUS003322,30s,single,middle,single_household,0.72,0.43,cheese,medium
CUS003323,50s,family,high,apartment,0.19,0.75,deli,medium
CUS003324,50s,family,middle,single_household,0.41,0.8,produce,medium
CUS003325,40s,family,high,villa,0.44,0.83,meat,medium
CUS003326,50s,family,high,apartment,0.46,0.71,cheese,low
CUS003327,30s,family,middle,apartment,0.74,0.79,dairy,medium
CUS003328,50s,family,high,apartment,0.33,0.84,dairy,high
CUS003329,40s,family,middle,villa,0.32,0.95,dairy,low
CUS003330,30s,couple,middle,single_household,0.47,0.64,dairy,low
CUS003331,60_plus,single,middle,single_household,0.49,0.86,deli,low
CUS003332,30s,family,middle,apartment,0.34,0.74,meat,medium
CUS003333,20s,family,high,apartment,0.61,0.5,produce,medium
CUS003334,30s,single,high,single_household,0.37,0.63,produce,medium
CUS003335,30s,family,middle,apartment,0.68,0.85,cheese,low
CUS003336,30s,family,middle,villa,0.86,0.62,deli,medium
CUS003337,40s,family,low,apartment,0.7,0.88,cheese,low
CUS003338,50s,family,high,apartment,0.53,0.89,cheese,medium
CUS003339,30s,senior,middle,single_household,0.51,0.7,dairy,low
CUS003340,40s,family,middle,apartment,0.53,0.86,deli,high
CUS003341,30s,single,middle,single_household,0.56,0.59,dairy,medium
CUS003342,50s,couple,low,apartment,0.89,0.85,dairy,low
CUS003343,20s,family,middle,villa,0.66,0.72,dairy,high
CUS003344,20s,family,high,apartment,0.38,0.8,dairy,low
CUS003345,40s,family,middle,apartment,0.31,0.91,dairy,medium
CUS003346,40s,family,middle,apartment,0.68,0.5,meat,low
CUS003347,50s,couple,middle,villa,0.49,0.9,produce,high
CUS003348,40s,family,high,apartment,0.47,0.82,cheese,medium
CUS003349,50s,family,high,apartment,0.63,0.71,meat,medium
CUS003350,30s,couple,middle,apartment,0.51,0.66,deli,medium
CUS003351,20s,single,high,single_household,0.59,0.85,deli,medium
CUS003352,20s,single,middle,single_household,0.68,0.76,meat,low
CUS003353,20s,couple,middle,villa,0.46,0.67,cheese,low
CUS003354,30s,family,middle,apartment,0.29,0.79,meat,medium
CUS003355,40s,family,high,apartment,0.25,0.76,deli,medium
CUS003356,30s,family,middle,apartment,0.55,0.95,meat,low
CUS003357,40s,couple,middle,apartment,0.49,0.96,produce,low
CUS003358,40s,couple,high,single_household,0.18,0.66,dairy,medium
CUS003359,40s,family,high,apartment,0.48,0.78,produce,medium
CUS003360,40s,single,low,single_household,0.65,0.82,dairy,low
CUS003361,30s,single,low,single_household,0.68,0.76,cheese,medium
CUS003362,30s,single,high,single_household,0.53,0.8,dairy,medium
CUS003363,40s,family,low,apartment,0.41,0.87,cheese,high
CUS003364,40s,family,middle,single_household,0.45,0.69,dairy,low
CUS003365,30s,family,high,apartment,0.41,0.9,meat,medium
CUS003366,30s,family,middle,villa,0.57,0.72,cheese,medium
CUS003367,40s,family,low,apartment,0.65,0.86,dairy,medium
CUS003368,40s,family,middle,apartment,0.33,0.53,deli,medium
CUS003369,20s,single,middle,single_household,0.7,0.57,deli,medium
CUS003370,30s,family,high,apartment,0.31,0.73,meat,medium
CUS003371,50s,single,middle,apartment,0.56,0.67,deli,high
CUS003372,20s,couple,middle,single_household,0.59,0.83,produce,medium
CUS003373,50s,family,low,apartment,0.43,0.37,produce,low
CUS003374,20s,senior,middle,apartment,0.45,0.83,deli,low
CUS003375,40s,senior,middle,villa,0.59,0.86,produce,medium
CUS003376,30s,family,high,apartment,0.58,0.94,produce,medium
CUS003377,20s,couple,low,villa,0.64,0.74,meat,medium
CUS003378,60_plus,senior,middle,villa,0.48,0.95,dairy,medium
CUS003379,40s,single,high,single_household,0.29,0.84,deli,high
CUS003380,60_plus,senior,high,villa,0.45,1.0,meat,medium
CUS003381,30s,couple,high,villa,0.75,0.73,produce,low
CUS003382,50s,couple,low,apartment,0.7,0.76,produce,high
CUS003383,60_plus,senior,middle,apartment,0.65,0.87,deli,high
CUS003384,40s,family,middle,villa,0.4,0.56,produce,medium
CUS003385,30s,single,low,single_household,0.68,0.42,deli,low
CUS003386,40s,family,middle,apartment,0.4,0.92,meat,high
CUS003387,40s,couple,high,apartment,0.25,0.84,deli,low
CUS003388,60_plus,senior,middle,villa,0.34,0.96,produce,low
CUS003389,30s,family,middle,apartment,0.76,0.81,produce,medium
CUS003390,30s,family,middle,apartment,0.43,0.74,dairy,medium
CUS003391,20s,couple,high,apartment,0.43,0.89,dairy,medium
CUS003392,40s,couple,middle,single_household,0.5,0.84,cheese,medium
CUS003393,60_plus,senior,middle,villa,0.21,0.89,meat,low
CUS003394,20s,couple,middle,single_household,0.66,0.87,dairy,high
CUS003395,50s,couple,high,villa,0.39,0.71,deli,medium
CUS003396,60_plus,couple,high,single_household,0.38,0.73,produce,high
CUS003397,20s,family,middle,apartment,0.3,0.7,produce,medium
CUS003398,20s,single,low,single_household,0.74,0.54,dairy,low
CUS003399,40s,family,low,apartment,0.39,0.66,produce,medium
CUS003400,40s,family,low,apartment,0.4,0.84,dairy,medium
CUS003401,20s,single,low,single_household,0.76,0.53,meat,medium
CUS003402,50s,family,middle,apartment,0.4,0.77,dairy,medium
CUS003403,40s,couple,middle,apartment,0.34,0.65,dairy,medium
CUS003404,60_plus,single,middle,apartment,0.25,0.84,deli,high
CUS003405,50s,couple,high,apartment,0.45,0.7,deli,medium
CUS003406,50s,senior,middle,single_household,0.51,0.92,meat,low
CUS003407,40s,family,middle,apartment,0.42,0.63,dairy,high
CUS003408,30s,couple,middle,apartment,0.56,0.83,dairy,medium
CUS003409,40s,couple,middle,villa,0.73,0.69,produce,medium
CUS003410,20s,single,middle,single_household,0.47,0.74,cheese,low
CUS003411,40s,couple,high,single_household,0.2,0.68,meat,low
CUS003412,20s,couple,middle,villa,0.66,0.85,dairy,medium
CUS003413,40s,family,middle,apartment,0.23,0.92,meat,medium
CUS003414,20s,single,low,single_household,0.68,0.75,produce,medium
CUS003415,30s,family,middle,villa,0.58,0.8,dairy,medium
CUS003416,30s,single,middle,single_household,0.5,0.62,cheese,high
CUS003417,40s,couple,high,single_household,0.48,0.91,produce,low
CUS003418,50s,senior,high,single_household,0.34,0.89,cheese,medium
CUS003419,20s,single,low,single_household,0.75,0.33,produce,high
CUS003420,50s,family,low,apartment,0.58,0.89,dairy,medium
CUS003421,50s,couple,high,apartment,0.72,1.0,produce,medium
CUS003422,30s,single,high,villa,0.68,0.9,dairy,high
CUS003423,40s,family,high,villa,0.62,0.8,dairy,low
CUS003424,30s,family,high,apartment,0.26,0.85,produce,medium
CUS003425,20s,family,middle,apartment,0.78,0.79,meat,low
CUS003426,40s,couple,middle,apartment,0.68,0.73,deli,medium
CUS003427,20s,single,high,villa,0.36,0.67,deli,medium
CUS003428,50s,single,high,single_household,0.25,0.81,meat,medium
CUS003429,60_plus,senior,low,villa,0.73,0.89,cheese,medium
CUS003430,50s,family,middle,apartment,0.64,1.0,produce,low
CUS003431,40s,family,low,villa,0.63,0.61,dairy,medium
CUS003432,40s,family,middle,apartment,0.57,0.78,meat,low
CUS003433,60_plus,couple,middle,villa,0.25,1.0,cheese,medium
CUS003434,30s,single,middle,single_household,0.58,0.76,deli,medium
CUS003435,20s,couple,low,apartment,0.58,0.7,produce,high
CUS003436,40s,couple,middle,apartment,0.58,0.87,deli,low
CUS003437,30s,single,high,single_household,0.32,0.67,meat,low
CUS003438,30s,family,high,single_household,0.71,0.58,meat,medium
CUS003439,20s,single,low,single_household,0.61,0.43,meat,low
CUS003440,40s,family,middle,apartment,0.27,0.76,deli,medium
CUS003441,30s,couple,middle,apartment,0.6,0.49,produce,low
CUS003442,20s,single,low,single_household,0.61,0.72,cheese,high
CUS003443,20s,single,low,single_household,0.93,0.68,cheese,medium
CUS003444,30s,couple,high,single_household,0.47,0.65,produce,low
CUS003445,50s,couple,middle,villa,0.72,0.83,cheese,medium
CUS003446,30s,family,low,villa,0.59,0.69,meat,medium
CUS003447,40s,family,middle,apartment,0.49,0.82,produce,low
CUS003448,50s,senior,high,villa,0.35,1.0,meat,low
CUS003449,30s,single,low,single_household,0.91,0.71,deli,high
CUS003450,50s,senior,high,apartment,0.48,0.76,meat,low
CUS003451,40s,couple,middle,villa,0.4,0.74,meat,medium
CUS003452,40s,senior,middle,apartment,0.59,0.93,deli,medium
CUS003453,20s,single,low,single_household,0.72,0.69,dairy,low
CUS003454,20s,senior,middle,apartment,0.55,0.6,produce,medium
CUS003455,60_plus,senior,low,villa,0.76,0.86,produce,medium
CUS003456,50s,couple,middle,apartment,0.44,0.45,dairy,high
CUS003457,60_plus,senior,middle,apartment,0.6,0.85,produce,high
CUS003458,60_plus,senior,low,apartment,0.64,0.65,meat,medium
CUS003459,20s,senior,middle,apartment,0.44,0.75,dairy,medium
CUS003460,50s,family,middle,villa,0.58,0.63,produce,high
CUS003461,40s,couple,middle,apartment,0.78,0.72,produce,medium
CUS003462,50s,family,high,villa,0.52,0.82,produce,high
CUS003463,20s,couple,low,apartment,0.86,0.61,cheese,low
CUS003464,30s,family,high,apartment,0.3,0.9,produce,high
CUS003465,50s,family,high,villa,0.5,0.76,cheese,high
CUS003466,50s,couple,middle,apartment,0.69,0.65,dairy,medium
CUS003467,40s,couple,middle,single_household,0.45,0.82,deli,low
CUS003468,30s,couple,middle,apartment,0.53,0.52,produce,medium
CUS003469,30s,single,middle,single_household,0.7,0.36,produce,low
CUS003470,60_plus,senior,middle,apartment,0.44,0.68,dairy,low
CUS003471,30s,family,high,apartment,0.43,0.9,meat,medium
CUS003472,30s,couple,middle,apartment,0.66,0.62,produce,medium
CUS003473,40s,family,high,single_household,0.56,0.89,meat,medium
CUS003474,30s,family,low,apartment,0.54,0.81,meat,high
CUS003475,40s,couple,middle,villa,0.52,0.88,meat,high
CUS003476,30s,family,low,villa,0.65,0.64,produce,medium
CUS003477,50s,family,middle,apartment,0.46,0.52,dairy,high
CUS003478,60_plus,senior,middle,villa,0.58,0.87,meat,low
CUS003479,60_plus,senior,middle,villa,0.58,0.98,meat,medium
CUS003480,40s,family,high,apartment,0.27,0.82,deli,medium
CUS003481,30s,family,middle,apartment,0.44,0.87,produce,medium
CUS003482,50s,couple,low,apartment,0.43,0.5,meat,medium
CUS003483,50s,senior,high,single_household,0.67,0.99,meat,medium
CUS003484,40s,family,middle,apartment,0.73,0.83,produce,medium
CUS003485,40s,family,middle,apartment,0.55,0.67,cheese,high
CUS003486,50s,family,high,apartment,0.73,0.62,deli,high
CUS003487,40s,couple,high,villa,0.47,0.88,cheese,low
CUS003488,50s,family,middle,apartment,0.29,0.77,produce,medium
CUS003489,30s,couple,low,villa,0.76,0.51,meat,medium
CUS003490,40s,couple,high,villa,0.44,0.62,meat,medium
CUS003491,40s,family,high,apartment,0.34,0.67,cheese,medium
CUS003492,20s,couple,low,villa,0.85,0.75,dairy,medium
CUS003493,50s,senior,middle,single_household,0.35,0.62,deli,medium
CUS003494,40s,couple,high,single_household,0.5,0.57,produce,high
CUS003495,20s,family,high,apartment,0.32,0.7,dairy,low
CUS003496,50s,family,middle,villa,0.55,0.81,produce,medium
CUS003497,50s,family,low,apartment,0.81,0.75,produce,low
CUS003498,50s,couple,high,apartment,0.57,0.95,cheese,low
CUS003499,30s,couple,low,villa,0.72,0.72,meat,low
CUS003500,50s,family,high,apartment,0.22,0.7,dairy,medium
CUS003501,30s,family,high,villa,0.67,0.87,cheese,medium
CUS003502,40s,family,middle,apartment,0.41,0.57,cheese,low
CUS003503,20s,family,low,apartment,0.64,0.22,meat,medium
CUS003504,40s,family,high,apartment,0.34,0.67,produce,medium
CUS003505,50s,couple,middle,villa,0.38,0.82,dairy,low
CUS003506,40s,family,high,apartment,0.35,0.98,dairy,medium
CUS003507,40s,family,high,apartment,0.42,0.97,produce,low
CUS003508,50s,senior,low,single_household,0.82,0.93,cheese,medium
CUS003509,40s,couple,high,single_household,0.46,0.98,produce,low
CUS003510,30s,family,middle,villa,0.58,0.76,produce,low
CUS003511,60_plus,senior,middle,single_household,0.57,0.91,cheese,medium
CUS003512,50s,couple,low,apartment,0.65,0.92,meat,medium
CUS003513,60_plus,family,low,apartment,0.79,0.84,produce,medium
CUS003514,60_plus,family,low,apartment,0.41,0.6,dairy,medium
CUS003515,60_plus,couple,middle,villa,0.34,0.64,meat,low
CUS003516,50s,couple,high,apartment,0.05,0.68,deli,medium
CUS003517,40s,couple,high,apartment,0.2,0.72,produce,low
CUS003518,20s,single,middle,single_household,0.76,0.75,meat,high
CUS003519,40s,family,middle,apartment,0.36,0.49,dairy,low
CUS003520,50s,family,middle,villa,0.35,0.97,dairy,medium
CUS003521,40s,family,middle,apartment,0.46,0.92,dairy,medium
CUS003522,50s,couple,middle,apartment,0.7,0.59,produce,medium
CUS003523,20s,single,low,apartment,0.75,0.75,cheese,medium
CUS003524,30s,family,middle,apartment,0.52,0.56,dairy,low
CUS003525,40s,family,middle,apartment,0.58,0.71,deli,medium
CUS003526,30s,family,low,apartment,0.79,0.64,meat,medium
CUS003527,20s,couple,middle,apartment,0.69,0.7,cheese,low
CUS003528,20s,senior,middle,apartment,0.52,0.7,produce,high
CUS003529,50s,senior,high,apartment,0.57,0.88,deli,low
CUS003530,40s,single,middle,single_household,0.59,0.9,produce,high
CUS003531,20s,single,low,apartment,0.92,0.71,produce,medium
CUS003532,20s,single,middle,single_household,0.57,0.72,deli,medium
CUS003533,40s,family,middle,apartment,0.49,0.61,dairy,low
CUS003534,20s,single,middle,single_household,0.71,0.79,meat,high
CUS003535,50s,couple,middle,apartment,0.55,0.76,deli,low
CUS003536,50s,single,high,single_household,0.36,0.9,deli,low
CUS003537,30s,couple,middle,single_household,0.6,0.7,deli,medium
CUS003538,40s,couple,high,villa,0.66,0.7,cheese,medium
CUS003539,20s,single,low,single_household,0.86,0.64,produce,low
CUS003540,30s,single,middle,villa,0.72,0.82,deli,low
CUS003541,50s,family,low,villa,0.58,0.85,produce,low
CUS003542,40s,family,middle,apartment,0.64,0.79,deli,medium
CUS003543,50s,family,middle,apartment,0.4,0.44,produce,medium
CUS003544,30s,family,middle,villa,0.59,0.93,produce,medium
CUS003545,30s,family,middle,villa,0.5,0.91,cheese,medium
CUS003546,40s,single,middle,villa,0.6,0.75,deli,medium
CUS003547,40s,family,low,villa,0.27,0.61,dairy,medium
CUS003548,60_plus,senior,middle,single_household,0.45,0.9,produce,medium
CUS003549,20s,couple,middle,single_household,0.76,0.53,deli,medium
CUS003550,50s,senior,high,villa,0.5,0.8,cheese,medium
CUS003551,50s,couple,high,villa,0.46,0.66,dairy,high
CUS003552,40s,family,middle,apartment,0.53,0.92,dairy,low
CUS003553,30s,couple,middle,single_household,0.56,0.68,produce,high
CUS003554,40s,family,middle,villa,0.46,0.63,dairy,high
CUS003555,30s,family,low,apartment,0.69,0.66,dairy,medium
CUS003556,50s,couple,high,villa,0.43,0.96,produce,medium
CUS003557,40s,family,middle,villa,0.35,0.55,dairy,medium
CUS003558,60_plus,senior,high,villa,0.41,0.9,meat,high
CUS003559,40s,single,low,single_household,0.56,0.55,produce,high
CUS003560,40s,family,middle,apartment,0.46,0.38,dairy,medium
CUS003561,50s,couple,middle,apartment,0.61,0.94,meat,medium
CUS003562,40s,family,middle,single_household,0.57,0.89,meat,medium
CUS003563,60_plus,senior,middle,single_household,0.57,0.86,dairy,medium
CUS003564,20s,single,low,single_household,0.62,0.38,produce,high
CUS003565,60_plus,single,middle,single_household,0.42,0.64,cheese,high
CUS003566,50s,couple,middle,apartment,0.23,0.79,produce,medium
CUS003567,50s,family,middle,single_household,0.38,0.86,dairy,low
CUS003568,40s,family,middle,apartment,0.35,0.86,dairy,medium
CUS003569,50s,couple,low,single_household,0.35,0.57,meat,low
CUS003570,30s,family,low,apartment,0.77,0.76,dairy,low
CUS003571,50s,family,middle,villa,0.42,0.74,dairy,medium
CUS003572,20s,family,low,apartment,0.77,0.7,meat,medium
CUS003573,30s,couple,middle,apartment,0.63,0.66,cheese,high
CUS003574,30s,couple,low,apartment,0.84,0.67,dairy,low
CUS003575,30s,family,low,villa,0.6,0.8,deli,medium
CUS003576,30s,family,low,apartment,0.58,0.69,deli,medium
CUS003577,50s,senior,middle,villa,0.65,0.55,produce,medium
CUS003578,30s,senior,high,apartment,0.47,0.77,dairy,medium
CUS003579,50s,couple,low,single_household,0.29,0.74,meat,high
CUS003580,20s,family,high,apartment,0.46,0.78,meat,high
CUS003581,50s,family,middle,apartment,0.61,0.99,dairy,high
CUS003582,50s,couple,low,apartment,0.87,0.75,deli,high
CUS003583,30s,single,middle,villa,0.64,0.77,produce,medium
CUS003584,50s,family,middle,single_household,0.58,0.77,meat,high
CUS003585,60_plus,senior,high,apartment,0.44,0.92,dairy,medium
CUS003586,50s,couple,high,single_household,0.43,0.93,meat,low
CUS003587,30s,family,middle,apartment,0.6,0.64,dairy,medium
CUS003588,40s,family,middle,apartment,0.49,0.75,meat,high
CUS003589,50s,family,high,villa,0.54,0.68,dairy,medium
CUS003590,30s,family,middle,apartment,0.34,0.65,meat,medium
CUS003591,50s,couple,low,villa,0.66,0.73,meat,medium
CUS003592,30s,family,middle,apartment,0.61,0.64,meat,medium
CUS003593,50s,single,middle,single_household,0.43,0.78,dairy,high
CUS003594,20s,single,low,apartment,0.68,0.49,deli,low
CUS003595,20s,family,low,apartment,0.97,0.73,cheese,medium
CUS003596,60_plus,family,middle,apartment,0.47,0.64,meat,high
CUS003597,50s,couple,high,apartment,0.43,0.91,deli,low
CUS003598,50s,couple,low,single_household,0.42,0.87,dairy,low
CUS003599,60_plus,senior,low,apartment,0.79,0.85,cheese,medium
CUS003600,30s,couple,middle,villa,0.55,0.8,cheese,low
CUS003601,30s,single,middle,single_household,0.63,0.68,deli,high
CUS003602,20s,family,low,villa,0.56,0.73,cheese,high
CUS003603,40s,family,high,apartment,0.59,0.8,meat,low
CUS003604,30s,family,middle,villa,0.62,0.91,cheese,medium
CUS003605,60_plus,single,middle,single_household,0.65,0.88,deli,medium
CUS003606,20s,single,high,single_household,0.24,0.72,deli,low
CUS003607,20s,single,low,apartment,0.53,0.69,dairy,medium
CUS003608,30s,couple,middle,single_household,0.31,0.73,deli,medium
CUS003609,20s,family,low,apartment,0.72,0.7,dairy,medium
CUS003610,30s,couple,low,villa,0.68,0.53,produce,medium
CUS003611,40s,couple,high,apartment,0.37,0.76,cheese,medium
CUS003612,30s,family,high,apartment,0.62,0.92,cheese,low
CUS003613,40s,family,high,apartment,0.62,0.83,deli,medium
CUS003614,50s,senior,high,single_household,0.52,1.0,cheese,medium
CUS003615,40s,family,low,apartment,0.51,0.77,produce,medium
CUS003616,40s,family,middle,apartment,0.74,0.79,meat,high
CUS003617,30s,single,middle,apartment,0.42,0.62,deli,low
CUS003618,20s,single,middle,single_household,0.51,0.6,meat,low
CUS003619,30s,family,low,apartment,0.74,0.5,produce,low
CUS003620,60_plus,senior,high,apartment,0.23,1.0,produce,medium
CUS003621,40s,senior,low,villa,0.81,0.87,deli,low
CUS003622,30s,family,high,apartment,0.54,0.66,meat,medium
CUS003623,40s,family,middle,villa,0.48,0.71,produce,medium
CUS003624,50s,couple,low,apartment,0.66,0.71,produce,high
CUS003625,40s,family,low,villa,0.71,0.84,meat,medium
CUS003626,40s,family,middle,apartment,0.58,0.74,dairy,high
CUS003627,50s,senior,middle,villa,0.66,0.85,deli,medium
CUS003628,40s,family,middle,apartment,0.47,0.54,produce,low
CUS003629,40s,couple,middle,villa,0.43,0.76,cheese,medium
CUS003630,20s,single,middle,single_household,0.69,0.53,cheese,medium
